LAU212CD,LAU212NM,FID
UKD6300028,Parkgate,3190
UKD7102008,Page Moss,3191
UKD6100002,Bewsey and Whitecross,3192
UKD7400022,West Kirby and Thurstaston,3193
UKD6300029,Rossmore,3194
UKD7102009,Park,3195
UKD6100003,Birchwood,3196
UKE1100021,Avenue,3197
UKD7102010,Prescot East,3198
UKD7102011,Prescot West,3199
UKD7102012,Roby,3200
UKE3200042,Firth Park,3201
UKE3200043,Fulwood,3202
UKE3200044,Gleadless Valley,3203
UKE3200045,Graves Park,3204
UKE3200046,Hillsborough,3205
UKE3200047,Manor Castle,3206
UKE3200048,Mosborough,3207
UKE3200049,Nether Edge,3208
UKE3200050,Richmond,3209
UKE3200051,Shiregreen and Brightside,3210
UKE3200052,Southey,3211
UKE3200053,Stannington,3212
UKE3200054,Stocksbridge and Upper Don,3213
UKE3200055,Walkley,3214
UKE3200056,West Ecclesfield,3215
UKE3200057,Woodhouse,3216
UKE4100008,Craven,3217
UKE4100031,Baildon,3218
UKE2100046,Strensall,3219
UKE4200041,Beeston and Holbeck,3220
UKE3102025,Balby,3221
UKE2202053,Whitestonecliffe,3222
UKE2206040,Stepney,3223
UKE4100032,Bingley,3224
UKE4100034,Bolton and Undercliffe,3225
UKE4100035,Bowling and Barkerend,3226
UKE4100036,Bradford Moor,3227
UKE4100037,City,3228
UKE4100038,Clayton and Fairweather Green,3229
UKE4100039,Eccleshill,3230
UKE4100040,Great Horton,3231
UKE4100041,Heaton,3232
UKE4100042,Idle and Thackley,3233
UKE4100043,Ilkley,3234
UKE4100044,Keighley Central,3235
UKE4100045,Keighley East,3236
UKE4100046,Keighley West,3237
UKE4100047,Little Horton,3238
UKE4100048,Manningham,3239
UKE4100049,Queensbury,3240
UKE4100050,Royds,3241
UKE4100051,Shipley,3242
UKE4100052,Thornton and Allerton,3243
UKE4100053,Toller,3244
UKE4100054,Tong,3245
UKE4100055,Wharfedale,3246
UKE4100056,Wibsey,3247
UKE4100057,Windhill and Wrose,3248
UKE4100059,Wyke,3249
UKE4100060,Bingley Rural,3250
UKE4100061,Worth Valley,3251
UKE4200037,Adel and Wharfedale,3252
UKE4200038,Alwoodley,3253
UKE4200039,Ardsley and Robin Hood,3254
UKE4200040,Armley,3255
UKE4402005,Birstall and Birkenshaw,3256
UKE2204039,Middleham,3257
UKE3102026,Bentley,3258
UKE4200042,Bramley and Stanningley,3259
UKE2203017,Mashamshire,3260
UKE2206041,Streonshalh,3261
UKE2204040,Middleton Tyas,3262
UKE3102027,Bessacarr and Cantley,3263
UKE4200043,Burmantofts and Richmond Hill,3264
UKE2100047,Westfield,3265
UKE4402006,Cleckheaton,3266
UKE2203021,Nidd Valley,3267
UKE2206042,Weaponness,3268
UKE2204041,Newsham with Eppleby,3269
UKE3102028,Central,3270
UKE4200044,Calverley and Farsley,3271
UKE2201006,Cowling,3272
UKE4402007,Colne Valley,3273
UKE2203024,Pateley Bridge,3274
UKE2206043,Whitby West Cliff,3275
UKE2204042,Penhill,3276
UKE3102029,Conisbrough and Denaby,3277
UKE4200045,Chapel Allerton,3278
UKE2201007,Embsay-with-Eastby,3279
UKE4402008,Crosland Moor and Netherton,3280
UKE2203033,Bilton,3281
UKE2206044,Woodlands,3282
UKE2204043,Reeth and Arkengarthdale,3283
UKE3102030,""Edenthorpe, Kirk Sandall and Barnby Dun"",3284
UKE4200046,City and Hunslet,3285
UKE2201013,Penyghent,3286
UKE4402009,Dalton,3287
UKE2203034,Bishop Monkton,3288
UKE2207017,North Duffield,3289
UKE2204044,Richmond Central,3290
UKE3102031,Edlington and Warmsworth,3291
UKE4200047,Cross Gates and Whinmoor,3292
UKE2201022,Sutton-in-Craven,3293
UKE4402010,Denby Dale,3294
UKE2203035,Boroughbridge,3295
UKE2207030,Appleton Roebuck,3296
UKE2204045,Richmond East,3297
UKE3102032,Finningley,3298
UKE4200048,Farnley and Wortley,3299
UKE2201023,Upper Wharfedale,3300
UKE4402011,Dewsbury East,3301
UKE2203036,Claro,3302
UKE2207031,Barlby,3303
UKE2204046,Richmond West,3304
UKE3102033,Great North Road,3305
UKE4200049,Garforth and Swillington,3306
UKE2201025,Aire Valley with Lothersdale,3307
UKE4402012,Dewsbury South,3308
UKE2203037,Granby,3309
UKE2207032,Brayton,3310
UKE2204047,Scotton,3311
UKE3102034,Hatfield,3312
UKE4200050,Gipton and Harehills,3313
UKE2201026,Barden Fell,3314
UKE4402013,Dewsbury West,3315
UKE2203038,Harlow Moor,3316
UKE2207033,Camblesforth,3317
UKE2204048,Swaledale,3318
UKE3102035,Mexborough,3319
UKE4200051,Guiseley and Rawdon,3320
UKE2201027,Bentham,3321
UKE4402014,Golcar,3322
UKE2203039,High Harrogate,3323
UKE2207034,Cawood with Wistow,3324
UKE2205010,Malton,3325
UKE3102036,Sprotbrough,3326
UKE3102037,Stainforth and Moorends,3327
UKE3102038,Thorne,3328
UKE3102039,Torne Valley,3329
UKE3102040,Town Moor,3330
UKE3102041,Wheatley,3331
UKE3103013,Wales,3332
UKE3103023,Boston Castle,3333
UKE3103024,Brinsworth and Catcliffe,3334
UKE3103026,Hellaby,3335
UKE3103027,Holderness,3336
UKE3103028,Hoober,3337
UKE3103029,Keppel,3338
UKE3103030,Maltby,3339
UKE3103031,Rawmarsh,3340
UKE3103032,Rother Vale,3341
UKE3103033,Rotherham East,3342
UKE3103034,Rotherham West,3343
UKE3103035,Silverwood,3344
UKE3103036,Sitwell,3345
UKE3103037,Swinton,3346
UKE3103038,Valley,3347
UKE3103039,Wath,3348
UKE3103040,Wickersley,3349
UKE3103041,Wingfield,3350
UKE3103042,Anston and Woodsetts,3351
UKE3103043,Dinnington,3352
UKE3200030,Arbourthorne,3353
UKE3200031,Beauchief and Greenhill,3354
UKE3200032,Beighton,3355
UKE3200033,Birley,3356
UKE3200034,Broomhill,3357
UKE3200035,Burngreave,3358
UKE3200036,Central,3359
UKE3200037,Crookes,3360
UKE3200038,Darnall,3361
UKE3200039,Dore and Totley,3362
UKE3200040,East Ecclesfield,3363
UKE3200041,Ecclesall,3364
UKE2205018,Amotherby,3365
UKE4200052,Harewood,3366
UKE2203040,Hookstone,3367
UKE2205019,Ampleforth,3368
UKE4402015,Greenhead,3369
UKE2207035,Eggborough,3370
UKE2201028,Gargrave and Malhamdale,3371
UKE4200053,Headingley,3372
UKE2203041,Killinghall,3373
UKE2205020,Cropton,3374
UKE4402016,Heckmondwike,3375
UKE2207036,Fairburn with Brotherton,3376
UKE2201029,Glusburn,3377
UKE4200054,Horsforth,3378
UKE2203042,Kirkby Malzeard,3379
UKE2205021,Dales,3380
UKE4402017,Holme Valley North,3381
UKE2207037,Hambleton,3382
UKE2201030,Grassington,3383
UKE4200055,Hyde Park and Woodhouse,3384
UKE2203043,Knaresborough East,3385
UKE2205022,Derwent,3386
UKE4402018,Holme Valley South,3387
UKE2207038,Hemingbrough,3388
UKE2201031,Hellifield and Long Preston,3389
UKE4200056,Killingbeck and Seacroft,3390
UKE2203044,Knaresborough King James,3391
UKE2205023,Helmsley,3392
UKE4402019,Kirkburton,3393
UKE2207039,Monk Fryston and South Milford,3394
UKE2201032,Ingleton and Clapham,3395
UKE4200057,Kippax and Methley,3396
UKE2203045,Knaresborough Scriven Park,3397
UKE2205024,Hovingham,3398
UKE4402020,Lindley,3399
UKE2207040,Riccall with Escrick,3400
UKE2201033,Settle and Ribblebanks,3401
UKE4200058,Kirkstall,3402
UKE2203046,Low Harrogate,3403
UKE2205025,Kirkbymoorside,3404
UKE4402021,Liversedge and Gomersal,3405
UKE2207041,Saxton and Ulleskelf,3406
UKE2201034,Skipton East,3407
UKE4200059,Middleton Park,3408
UKE2203047,Lower Nidderdale,3409
UKE2205026,Norton East,3410
UKE4402022,Mirfield,3411
UKE2207042,Selby North,3412
UKE2201035,Skipton North,3413
UKE4200060,Moortown,3414
UKE2203048,Marston Moor,3415
UKE2205027,Norton West,3416
UKE4402023,Newsome,3417
UKE2207043,Selby South,3418
UKE2201036,Skipton South,3419
UKE4200061,Morley North,3420
UKE2203049,Newby,3421
UKE2205028,Pickering East,3422
UKE4500001,""Ackworth, North Elmsall and Upton"",3423
UKE2207044,Selby West,3424
UKE2201037,Skipton West,3425
UKE4200062,Morley South,3426
UKE2203050,New Park,3427
UKE2205029,Pickering West,3428
UKE4500002,Airedale and Ferry Fryston,3429
UKE4500003,Altofts and Whitwood,3430
UKE4500004,Castleford Central and Glasshoughton,3431
UKE4500005,""Crofton, Ryhill and Walton"",3432
UKE4500006,Featherstone,3433
UKE4500007,Hemsworth,3434
UKE4500008,Horbury and South Ossett,3435
UKE4500009,Knottingley,3436
UKE4500010,Normanton,3437
UKE4500011,Ossett,3438
UKE4500012,Pontefract North,3439
UKE4500013,Pontefract South,3440
UKE4500014,South Elmsall and South Kirkby,3441
UKE4500015,Stanley and Outwood East,3442
UKE4500016,Wakefield East,3443
UKE4500017,Wakefield North,3444
UKE4500018,Wakefield Rural,3445
UKE4500019,Wakefield South,3446
UKE4500020,Wakefield West,3447
UKE4500021,Wrenthorpe and Outwood West,3448
UKF1100021,Abbey,3449
UKF1100022,Allestree,3450
UKF1100023,Alvaston,3451
UKF1100024,Arboretum,3452
UKF1100025,Blagreaves,3453
UKF1100026,Boulton,3454
UKF1100027,Chaddesden,3455
UKF1100028,Chellaston,3456
UKF1100029,Darley,3457
UKF1100030,Derwent,3458
UKE4200063,Otley and Yeadon,3459
UKE4200064,Pudsey,3460
UKE4200065,Rothwell,3461
UKE4200066,Roundhay,3462
UKE2207045,Sherburn in Elmet,3463
UKE4200067,Temple Newsam,3464
UKE2205030,Rillington,3465
UKE2203051,Ouseburn,3466
UKE2207046,Tadcaster East,3467
UKE4200068,Weetwood,3468
UKE2205031,Ryedale South West,3469
UKE2203052,Pannal,3470
UKE2201038,West Craven,3471
UKE2207047,Tadcaster West,3472
UKE4200069,Wetherby,3473
UKE2205032,Sherburn,3474
UKE2203053,Ribston,3475
UKE2202002,Bedale,3476
UKE2207048,Whitley,3477
UKE4401001,Brighouse,3478
UKE2205033,Sheriff Hutton,3479
UKE2203054,Ripon Minster,3480
UKE2202003,Brompton,3481
UKE3101023,Central,3482
UKE4401002,Calder,3483
UKE2205034,Sinnington,3484
UKE2203055,Ripon Moorside,3485
UKE2202006,Crakehall,3486
UKE3101024,Cudworth,3487
UKE4401003,Elland,3488
UKE2205035,Thornton Dale,3489
UKE2203056,Ripon Spa,3490
UKE2202008,Easingwold,3491
UKE3101025,Darfield,3492
UKE4401004,Greetland and Stainland,3493
UKE2205036,Wolds,3494
UKE2203057,Rossett,3495
UKE2202010,Helperby,3496
UKE3101026,Darton East,3497
UKE4401005,Hipperholme and Lightcliffe,3498
UKE2206003,Cayton,3499
UKE2203058,Saltergate,3500
UKE2202012,Huby and Sutton,3501
UKE3101027,Darton West,3502
UKE4401006,Illingworth and Mixenden,3503
UKE2206011,Fylingdales,3504
UKE2203059,Spofforth with Lower Wharfedale,3505
UKE2202014,Leeming Bar,3506
UKE3101028,Dearne North,3507
UKE4401007,Luddendenfoot,3508
UKE2206019,Seamer,3509
UKE2203060,Starbeck,3510
UKE2202020,Romanby,3511
UKE3101029,Dearne South,3512
UKE4401008,Northowram and Shelf,3513
UKE2206023,Castle,3514
UKE2203061,Stray,3515
UKE2202023,Shipton,3516
UKE3101030,Dodworth,3517
UKE4401009,Ovenden,3518
UKE2206024,Central,3519
UKE2203062,Washburn,3520
UKE2202026,Stokesley,3521
UKE3101031,Hoyland Milton,3522
UKE4401010,Park,3523
UKE2206025,Danby,3524
UKE2203063,Wathvale,3525
UKE2202032,Tollerton,3526
UKE3101032,Kingstone,3527
UKE4401011,Rastrick,3528
UKE2206026,Derwent Valley,3529
UKE2203064,Woodfield,3530
UKE2202035,Broughton and Greenhow,3531
UKE3101033,Monk Bretton,3532
UKE4401012,Ryburn,3533
UKE4401013,Skircoat,3534
UKE4401014,Sowerby Bridge,3535
UKE4401015,Todmorden,3536
UKE4401016,Town,3537
UKE4401017,Warley,3538
UKE4402001,Almondbury,3539
UKE4402002,Ashbrow,3540
UKE4402003,Batley East,3541
UKE4402004,Batley West,3542
UKE2206027,Eastfield,3543
UKE2204006,Colburn,3544
UKE2206028,Esk Valley,3545
UKE3101034,North East,3546
UKE2204009,Hawes and High Abbotside,3547
UKE2206029,Falsgrave Park,3548
UKE3101035,Old Town,3549
UKE2202036,Cowtons,3550
UKE2204027,Addlebrough,3551
UKE2206030,Filey,3552
UKE3101036,Penistone East,3553
UKE2202037,Great Ayton,3554
UKE2204028,Barton,3555
UKE2206031,Hertford,3556
UKE3101037,Penistone West,3557
UKE2202038,Leeming,3558
UKE2204029,Bolton Castle,3559
UKE2206032,Lindhead,3560
UKE3101038,Rockingham,3561
UKE2202039,Morton-on-Swale,3562
UKE2204030,Brompton-on-Swale and Scorton,3563
UKE2206033,Mayfield,3564
UKE3101039,Royston,3565
UKE2202040,Northallerton Broomfield,3566
UKE2204031,Catterick,3567
UKE2206034,Mulgrave,3568
UKE3101040,St Helens,3569
UKE2202041,Northallerton Central,3570
UKE2204032,Croft,3571
UKE2206035,Newby,3572
UKE3101041,Stairfoot,3573
UKE2202042,Northallerton North,3574
UKE2204033,Gilling West,3575
UKE2206036,North Bay,3576
UKE3101042,Wombwell,3577
UKE2202043,Osmotherley,3578
UKE2204034,Hipswell,3579
UKE2206037,Northstead,3580
UKE3101043,Worsbrough,3581
UKE2202044,Rudby,3582
UKE2204035,Hornby Castle,3583
UKE2206038,Ramshill,3584
UKE3102015,Rossington,3585
UKE2202045,Sowerby,3586
UKE2204036,Leyburn,3587
UKE2206039,""Scalby, Hackness and Staintondale"",3588
UKE3102022,Adwick,3589
UKE2202046,Stillington,3590
UKE2204037,Lower Wensleydale,3591
UKE3102023,Armthorpe,3592
UKE2202047,Swainby,3593
UKE2204038,Melsonby,3594
UKE3102024,Askern Spa,3595
UKE2202048,Tanfield,3596
UKE2202049,Thirsk,3597
UKE2202050,Thorntons,3598
UKE2202051,Topcliffe,3599
UKE2202052,White Horse,3600
UKF1304036,Little Hallam,3601
UKF1304037,Long Eaton Central,3602
UKF1304038,Nottingham Road,3603
UKF1304039,Old Park,3604
UKF1304040,West Hallam and Dale Abbey,3605
UKF1304041,Wilsthorpe,3606
UKF1305025,Whaley Bridge,3607
UKF1305026,Barms,3608
UKF1305027,Blackbrook,3609
UKF1305028,Burbage,3610
UKF1305029,Buxton Central,3611
UKF1305030,Chapel East,3612
UKF1305031,Chapel West,3613
UKF1305032,Corbar,3614
UKF1305033,Cote Heath,3615
UKF1305034,Dinting,3616
UKF1305035,Gamesley,3617
UKF1305036,Hadfield North,3618
UKF1305037,Hadfield South,3619
UKF1305038,Hayfield,3620
UKF1305039,Hope Valley,3621
UKF1305040,Howard Town,3622
UKF1305041,Limestone Peak,3623
UKF1305042,New Mills East,3624
UKF1305043,New Mills West,3625
UKF1305044,Old Glossop,3626
UKF1305045,Padfield,3627
UKF1305046,St John's,3628
UKF1305047,Sett,3629
UKF1305048,Simmondley,3630
UKF1305049,Stone Bench,3631
UKF1305050,Temple,3632
UKF1305051,Tintwistle,3633
UKF1305052,Whitfield,3634
UKF1400028,Arboretum,3635
UKF1400029,Aspley,3636
UKF1504066,Rainworth,3637
UKF1400044,St Ann's,3638
UKF1302037,Church Gresley,3639
UKF1503043,Eakring,3640
UKF1100031,Littleover,3641
UKF1603011,Leake,3642
UKF1203023,Sutton,3643
UKF1400030,Basford,3644
UKF1400031,Berridge,3645
UKF1400032,Bestwood,3646
UKF1400033,Bilborough,3647
UKF1400034,Bridge,3648
UKF1400035,Bulwell,3649
UKF1400036,Bulwell Forest,3650
UKF1400037,Clifton North,3651
UKF1400038,Clifton South,3652
UKF1400039,Dales,3653
UKF1400040,Dunkirk and Lenton,3654
UKF1400041,Leen Valley,3655
UKF1400042,Mapperley,3656
UKF1400043,Radford and Park,3657
UKF1504067,Southwell East,3658
UKF1302038,Etwall,3659
UKF1400045,Sherwood,3660
UKF1503044,Grange Farm,3661
UKF1504068,Southwell North,3662
UKF1100032,Mackworth,3663
UKF1302039,Hilton,3664
UKF1203025,Unstone,3665
UKF1400046,Wollaton East and Lenton Abbey,3666
UKF1503045,Holly,3667
UKF1504069,Sutton-on-Trent,3668
UKF1603018,Nevile,3669
UKF1100033,Mickleover,3670
UKF1302040,Melbourne,3671
UKF1203027,Brampton and Walton,3672
UKF1400047,Wollaton West,3673
UKF1503046,Hornby,3674
UKF1504070,Winthorpe,3675
UKF1603019,Keyworth North,3676
UKF1100034,Normanton,3677
UKF1302041,Midway,3678
UKF1203028,Clay Cross North,3679
UKF1501002,Hucknall East,3680
UKF1503047,Kings Walk,3681
UKF1601008,Brinsley,3682
UKF1603020,Oak,3683
UKF1100035,Oakwood,3684
UKF1302042,Newhall and Stanton,3685
UKF1203029,Clay Cross South,3686
UKF1501016,Hucknall Central,3687
UKF1503048,Kingsway,3688
UKF1601022,Attenborough,3689
UKF1603023,Soar Valley,3690
UKF1100036,Sinfin,3691
UKF1302043,Repton,3692
UKF1203030,Coal Aston,3693
UKF1501017,Hucknall North,3694
UKF1503049,Ladybrook,3695
UKF1601023,Awsworth,3696
UKF1603024,Keyworth South,3697
UKF1100037,Spondon,3698
UKF1302044,Swadlincote,3699
UKF1203031,Dronfield North,3700
UKF1501018,Hucknall West,3701
UKF1503050,Lindhurst,3702
UKF1601024,Beeston Central,3703
UKF1603026,Thoroton,3704
UKF1201002,Barlborough,3705
UKF1302045,Woodville,3706
UKF1203032,Dronfield South,3707
UKF1501019,Jacksdale,3708
UKF1503051,Ling Forest,3709
UKF1601025,Beeston North,3710
UKF1603030,Abbey,3711
UKF1201003,Blackwell,3712
UKF1303001,Matlock All Saints,3713
UKF1203033,Dronfield Woodhouse,3714
UKF1501020,Kirkby in Ashfield Central,3715
UKF1503052,Manor,3716
UKF1601026,Beeston Rylands,3717
UKF1603031,Bingham East,3718
UKF1201025,Bolsover North West,3719
UKF1303005,Chatsworth,3720
UKF1203034,Eckington North,3721
UKF1501021,Kirkby in Ashfield East,3722
UKF1503053,Market Warsop,3723
UKF1601027,Beeston West,3724
UKF1603032,Bingham West,3725
UKF1201026,Bolsover South,3726
UKF1303017,Masson,3727
UKF1203035,Eckington South,3728
UKF1501022,Kirkby in Ashfield West,3729
UKF1503054,Maun Valley,3730
UKF1601028,Bramcote,3731
UKF1603033,Compton Acres,3732
UKF1201027,Bolsover West,3733
UKF1303019,Matlock St Giles,3734
UKF1203036,Gosforth Valley,3735
UKF1501023,Selston,3736
UKF1503055,Meden,3737
UKF1601029,Chilwell East,3738
UKF1603034,Cotgrave,3739
UKF1201028,Clowne North,3740
UKF1303024,Wirksworth,3741
UKF1203037,Holmewood and Heath,3742
UKF1501024,Sutton in Ashfield Central,3743
UKF1503056,Netherfield,3744
UKF1601030,Chilwell West,3745
UKF1603035,Edwalton Village,3746
UKF1201029,Clowne South,3747
UKF1303026,Ashbourne North,3748
UKF1203038,Killamarsh East,3749
UKF1501025,Sutton in Ashfield East,3750
UKF1501026,Sutton in Ashfield North,3751
UKF1501027,Sutton in Ashfield West,3752
UKF1501028,Underwood,3753
UKF1501029,Woodhouse,3754
UKF1502003,Carlton,3755
UKF1502004,Clayworth,3756
UKF1502010,Everton,3757
UKF1502014,Misterton,3758
UKF1502023,Worksop North,3759
UKF1502024,Worksop North East,3760
UKF1502028,Beckingham,3761
UKF1502029,Blyth,3762
UKF1502030,East Markham,3763
UKF1502031,East Retford East,3764
UKF1502032,East Retford North,3765
UKF1502033,East Retford South,3766
UKF1502034,East Retford West,3767
UKF1502035,Harworth,3768
UKF1502036,Langold,3769
UKF1502037,Rampton,3770
UKF1502038,Ranskill,3771
UKF1502039,Sturton,3772
UKF1502040,Sutton,3773
UKF1502041,Tuxford and Trent,3774
UKF1502042,Welbeck,3775
UKF1502043,Worksop East,3776
UKF1502044,Worksop North West,3777
UKF1502045,Worksop South,3778
UKF1502046,Worksop South East,3779
UKF1503037,Abbott,3780
UKF1503038,Berry Hill,3781
UKF1503039,Brick Kiln,3782
UKF1503040,Broomhill,3783
UKF1503041,Bull Farm and Pleasley Hill,3784
UKF1503042,Carr Bank,3785
UKF1203039,Killamarsh West,3786
UKF1203040,North Wingfield Central,3787
UKF1203041,Pilsley and Morton,3788
UKF1203042,Ridgeway and Marsh Lane,3789
UKF1201030,Elmton-with-Creswell,3790
UKF1203043,Shirland,3791
UKF1303027,Ashbourne South,3792
UKF1603036,Gamston,3793
UKF1201031,Pinxton,3794
UKF1203044,Tupton,3795
UKF1601031,Cossall and Kimberley,3796
UKF1303028,Bakewell,3797
UKF1603037,Lady Bay,3798
UKF1503057,Newgate,3799
UKF1201032,Pleasley,3800
UKF1203045,Wingerworth,3801
UKF1601032,Eastwood North and Greasley (Beauvale),3802
UKF1303029,Bradwell,3803
UKF1603038,Lutterell,3804
UKF1503058,Newlands,3805
UKF1201033,Scarcliffe,3806
UKF1301001,Langley Mill and Aldercar,3807
UKF1601033,Eastwood South,3808
UKF1303030,Brailsford,3809
UKF1603039,Manvers,3810
UKF1503059,Oak Tree,3811
UKF1201034,Shirebrook East,3812
UKF1301004,Alport,3813
UKF1601034,Greasley (Giltbrook and Newthorpe),3814
UKF1303031,Calver,3815
UKF1603040,Melton,3816
UKF1503060,Oakham,3817
UKF1201035,Shirebrook Langwith,3818
UKF1301009,Crich,3819
UKF1601035,Nuthall East and Strelley,3820
UKF1303032,Carsington Water,3821
UKF1603041,Musters,3822
UKF1503061,Park Hall,3823
UKF1201036,Shirebrook North West,3824
UKF1301018,Ironville and Riddings,3825
UKF1601036,Nuthall West and Greasley (Watnall),3826
UKF1303033,Clifton and Bradley,3827
UKF1603042,Ruddington,3828
UKF1503062,Peafields,3829
UKF1201037,Shirebrook South East,3830
UKF1301022,Somercotes,3831
UKF1601037,Stapleford North,3832
UKF1303034,Darley Dale,3833
UKF1603043,Stanford,3834
UKF1503063,Penniment,3835
UKF1201038,Shirebrook South West,3836
UKF1301023,South West Parishes,3837
UKF1601038,Stapleford South East,3838
UKF1303035,Dovedale and Parwich,3839
UKF1603044,Tollerton,3840
UKF1503064,Portland,3841
UKF1201039,South Normanton East,3842
UKF1301024,Swanwick,3843
UKF1601039,Stapleford South West,3844
UKF1303036,Doveridge and Sudbury,3845
UKF1603045,Trent,3846
UKF1503065,Racecourse,3847
UKF1201040,South Normanton West,3848
UKF1301025,Wingfield,3849
UKF1601040,Toton and Chilwell Meadows,3850
UKF1601041,Trowell,3851
UKF1602020,Ravenshead,3852
UKF1602023,Woodborough,3853
UKF1602025,Bestwood Village,3854
UKF1602026,Bonington,3855
UKF1602027,Burton Joyce and Stoke Bardolph,3856
UKF1602028,Calverton,3857
UKF1602029,Carlton,3858
UKF1602030,Carlton Hill,3859
UKF1602031,Daybrook,3860
UKF1602032,Gedling,3861
UKF1602033,Killisick,3862
UKF1602034,Kingswell,3863
UKF1602035,Lambley,3864
UKF1602036,Mapperley Plains,3865
UKF1602037,Netherfield and Colwick,3866
UKF1602038,Newstead,3867
UKF1602039,Phoenix,3868
UKF1602040,Porchester,3869
UKF1602041,St James,3870
UKF1602042,St Marys,3871
UKF1602043,Valley,3872
UKF1602044,Woodthorpe,3873
UKF1603005,Cranmer,3874
UKF1603008,Gotham,3875
UKF1303037,Hartington and Taddington,3876
UKF1301026,Alfreton,3877
UKF1503066,Ransom Wood,3878
UKF1603046,Trent Bridge,3879
UKF1303038,Hathersage and Eyam,3880
UKF1301027,Belper Central,3881
UKF1503067,Sandhurst,3882
UKF1603047,Wiverton,3883
UKF1303039,Hulland,3884
UKF1301028,Belper East,3885
UKF1503068,Sherwood,3886
UKF1201041,Tibshelf,3887
UKF1603048,Wolds,3888
UKF1303040,Lathkill and Bradford,3889
UKF1301029,Belper North,3890
UKF1503069,Warsop Carrs,3891
UKF1201042,Whitwell,3892
UKF2100023,Thurncourt,3893
UKF1303041,Litton and Longstone,3894
UKF1301031,Codnor and Waingroves,3895
UKF1503070,Woodhouse,3896
UKF1202021,Barrow Hill and New Whittington,3897
UKF2100029,Abbey,3898
UKF1303042,Norbury,3899
UKF1301032,Heage and Ambergate,3900
UKF1503071,Woodlands,3901
UKF1202022,Brimington North,3902
UKF2100030,Aylestone,3903
UKF1303043,Stanton,3904
UKF1301033,Heanor and Loscoe,3905
UKF1503072,Yeoman Hill,3906
UKF1202023,Brimington South,3907
UKF2100031,Beaumont Leys,3908
UKF1303044,Tideswell,3909
UKF1301035,Heanor West,3910
UKF1504009,Clipstone,3911
UKF1202024,Brockwell,3912
UKF2100032,Belgrave,3913
UKF1303045,Winster and South Darley,3914
