007A1FS20AE075004200000NT    	
3	2165
5	2096
6	1670
2	2084
6	1534
3	2434
3	3720
4	1939
4	6414
3	1558
2	3628
4	3461
4	1337
1	3115
5	1191
4	3851
1	3149
2	2032
1	1943
5	2316
2	2541
5	4259
1	4037
6	3518
4	2405
4	3991
4	2376
5	2647
4	2866
2	3860
4	2754
1	5047
6	1585
4	3640
3	3480
6	1431
4	2653
1	6597
3	2190
2	1501
152A2FN20AE000000002212NT	
3	4621
3	3738
4	4927
5	3352
3	3802
3	2787
5	6437
4	6406
4	3754
3	3141
3	2172
3	3553
3	6946
3	4171
6	1894
6	2136
2	3321
5	1321
3	9433
2	3377
5	1861
5	3182
5	1194
2	1515
2	2636
3	4725
3	2287
2	4152
6	7244
2	3217
2	3347
2	6476
2	1620
2	3269
2	2758
5	2493
2	2484
6	3752
5	3074
2	3489
2	2866
5	2777
5	4585
5	6029
5	5185
3	3227
4	2378
2	3431
4	4946
6	4574
2	2976
5	2793
2	2866
2	2104
0	0
5	2980
4	6127
3	4864
4	2750
2	4849
5	4923
3	5660
5	4021
2	2351
3	2269
5	1345
3	5554
3	6295
5	1880
2	4581
3	3889
5	1336
4	5054
4	2009
2	2220
2	1601
4	2761
2	3031
2	3016
5	3610
3	1928
5	2777
3	2611
3	7572
2	5711
3	2313
4	2842
3	2696
3	3970
3	3567
2	2918
4	4884
5	2317
3	2376
3	3446
4	2955
4	6426
3	2703
4	5520
3	5614
4	3396
3	4250
2	5352
5	5159
4	4121
2	2560
5	2055
2	3349
3	2926
3	3947
2	4153
2	3435
5	1318
2	2108
3	4068
4	2773
4	5685
4	2946
3	3656
5	2847
4	3623
4	2690
3	4608
2	3657
5	1603
4	4017
4	7864
2	3874
4	2448
4	2362
2	4888
2	3058
6	3156
2	3025
2	2863
6	3112
2	2286
5	1536
2	3302
3	4374
3	1724
3	2458
5	4662
5	2069
3	2783
4	4507
3	3886
4	2214
3	4179
3	3163
2	3299
5	1927
4	2721
5	2132
3	2906
2	4314
153A2MN31OE000000002112NT	
2	3018
2	2914
4	3091
7	3573
4	2731
1	2414
3	6297
2	4783
6	6905
5	2479
5	4257
5	3461
2	3595
1	2889
5	2388
5	2451
2	2484
6	2892
2	5560
1	2367
6	2410
5	1813
7	2388
1	1949
4	3941
5	3212
4	4668
5	3703
3	2168
4	3404
4	2229
3	2282
2	1806
2	3343
4	3194
4	1822
3	6351
5	4360
4	2163
4	2371
4	4000
5	3401
4	3204
5	5403
2	3582
4	3293
4	1844
4	2411
5	3424
5	2244
2	2376
5	1505
2	3174
3	2594
2	6716
2	4044
5	3618
5	4357
4	3039
5	3752
4	5217
4	3195
5	2784
3	2797
4	3844
5	1206
4	2727
5	3318
4	2130
4	1273
4	3962
4	2898
6	5256
5	2334
3	2008
2	1734
4	8323
5	3494
4	2641
4	1948
3	3152
4	5901
3	2560
3	3852
4	2577
3	4097
6	4097
4	1548
4	3628
5	3652
5	2987
4	2765
4	3396
4	2865
5	2631
5	3234
5	5015
4	4687
3	3255
5	2096
4	2616
5	2757
4	4029
6	2936
2	2198
6	1852
3	3374
6	1553
3	3338
2	2917
6	3586
6	3652
7	2538
2	2926
3	3610
4	3111
3	4323
4	4145
4	3286
4	2461
5	4713
3	4552
3	1625
4	2015
5	2157
5	3745
4	2665
5	2958
2	2015
5	3037
4	71
6	3242
3	2827
5	2996
5	3556
3	3506
3	2394
6	3600
2	2362
6	1813
6	2251
4	2426
4	2253
5	3292
3	5572
5	2860
3	2716
5	3292
4	3373
4	2442
5	2979
2	6184
5	2234
3	2529
5	2998
2	1982
154B1FN19AS000000002112NV	
5	3072
7	6470
6	2892
6	2342
7	4341
6	2226
2	5168
1	6008
2	6670
2	7027
5	5650
3	4338
5	2531
4	6309
1	6029
6	2842
0	0
5	2451
4	1780
4	3454
4	2686
4	4591
2	3005
5	1781
4	5393
5	6774
2	8673
4	4036
4	2049
4	2349
3	4145
4	3570
5	9351
2	4903
3	2924
5	5141
4	8635
4	8966
4	3396
4	2846
5	3942
5	4277
7	7193
4	2641
7	8005
6	2677
6	4207
6	3130
2	5241
4	7476
1	2419
2	2012
2	3275
2	3281
3	6919
3	9950
4	1389
2	2625
4	7408
3	3491
5	3367
6	5962
3	4414
3	2939
5	4719
5	3987
3	7213
5	4522
4	2277
6	4920
3	2796
5	2954
2	4305
6	4542
2	990
3	2679
4	3338
5	4451
1	5674
1	4170
4	3622
5	1447
0	0
4	2411
4	4382
4	4562
6	5334
3	2177
5	2879
3	3753
5	3527
5	3752
4	6460
5	3405
5	2815
5	1844
6	4326
2	3709
2	4970
3	5256
5	1709
6	2350
6	3677
6	7598
4	733
3	3521
6	1608
1	6049
3	6378
2	9033
5	4650
5	7870
2	2981
2	3737
4	6148
4	5027
2	3687
4	2557
4	4523
4	2566
5	5508
3	4732
3	5980
3	2406
5	4096
5	1811
4	4316
5	7653
0	0
0	0
4	3365
4	1894
4	9980
4	3289
4	6795
5	5656
5	7487
4	1975
4	7027
4	3570
5	4935
4	5976
6	4273
4	1638
3	5520
3	8392
5	3512
4	3662
4	2842
4	1801
5	9643
2	3065
6	7335
4	2930
3	3623
5	3121
155B1MN19AE000000002112NV	
1	5572
1	3319
2	1847
3	1998
2	5600
6	2886
6	2684
1	2571
4	3595
6	2416
3	921
1	1749
4	3193
3	2566
3	3865
2	4933
4	3370
5	6010
2	3728
4	2062
5	1004
5	3694
3	7949
4	1804
0	0
4	3464
3	2216
3	1245
5	8392
5	3661
2	2909
2	1884
2	5359
3	2550
2	2370
3	3249
2	7461
2	5340
5	7035
1	3193
6	1959
2	3963
2	6663
2	3322
5	4179
5	3513
5	4716
2	2705
3	2484
5	1444
2	1704
3	7591
3	1462
5	6440
3	2516
2	5557
5	2581
5	2690
4	2031
2	2898
5	4590
3	3235
5	8147
5	2075
5	2726
3	2325
4	3790
4	1792
3	2207
5	1712
3	5887
2	7140
0	0
5	4971
3	3790
4	2456
2	3852
2	2373
1	2062
1	9004
4	5981
2	1955
4	3343
3	3538
5	87
1	3721
1	1803
5	1475
6	2825
2	2539
6	2432
4	4135
4	1120
4	323
5	6547
4	2352
2	4535
5	2156
5	3887
1	1601
5	1923
2	5899
5	8162
2	2648
2	3515
2	1393
3	2135
5	1719
5	4305
2	1648
1	1084
2	1655
1	1998
6	1219
1	4111
6	2306
5	1633
5	1472
2	2301
2	2015
5	2360
3	7622
3	3306
2	3464
3	2766
3	1374
5	2306
1	2829
2	2389
2	2445
4	3482
3	5052
4	9302
4	3004
2	2353
4	2755
2	2804
3	1636
3	6955
0	0
4	2622
2	2117
4	2428
4	3104
2	4764
2	2894
1	1633
2	803
1	922
6	1985
5	5488
5	1283
5	3345
2	3359
5	2099
3	3959
156B2FN18WE000000002112NT	
7	2012
5	3962
7	2016
4	4993
1	2533
1	1805
7	8281
1	2238
6	2085
1	1995
1	1521
5	3998
6	6418
1	1966
7	1896
1	2954
3	5739
7	1822
7	3096
7	3872
6	2843
4	2858
1	1721
1	1915
6	4428
6	4700
5	3158
5	2057
4	4280
3	4673
5	2298
6	5001
3	3048
5	5646
5	1863
5	4127
6	3738
3	3999
3	2524
2	5437
5	6833
6	1920
4	5728
5	3325
4	2488
4	3600
3	1904
3	9342
4	3601
5	4683
3	3890
4	1846
4	2739
3	3289
5	7490
5	4335
4	3716
4	6116
4	3249
3	5732
4	2722
4	5209
3	6347
4	2027
3	5738
4	1808
4	2233
3	2920
5	3221
5	9455
4	2100
5	2829
5	4886
6	2270
2	3162
2	4227
3	2280
0	0
2	2432
2	2386
4	1792
5	1713
2	4041
5	1424
3	2570
4	2393
5	3187
5	2297
3	5592
6	2695
4	4354
4	4024
5	3115
2	3499
6	2131
1	2214
5	3700
3	4119
5	4033
3	3568
5	3413
3	1649
5	4524
5	2706
5	2761
3	2615
3	2300
3	3603
4	1955
5	5240
2	3036
6	5088
2	3208
6	4139
3	2853
4	3677
5	2433
3	3242
3	3132
6	2050
6	2131
4	3191
5	4128
3	2332
3	2362
5	4848
6	2339
2	2487
2	2144
7	2571
2	2290
5	2387
6	3660
6	2944
4	4341
2	2328
1	2264
3	3902
5	3197
6	4696
4	3082
3	2549
5	2257
2	4291
5	3855
3	2954
5	3708
4	5848
5	5769
4	4124
6	5360
5	2750
5	2781
3	5760
5	3199
2	3931
157B2MN42AE000000002112NV	
5	3413
3	3498
3	3954
5	2145
3	4277
3	3433
3	2620
2	3339
1	3966
1	2690
2	2371
2	4166
4	2439
4	3117
3	2761
3	3042
4	3363
4	2482
2	3138
3	4864
4	2944
4	2355
5	2734
3	4500
6	3287
4	3686
2	2390
6	4225
6	4378
5	2460
3	1444
2	4099
3	1477
2	1914
5	3111
6	2664
5	4289
5	4547
3	1848
3	3658
6	3003
3	2924
6	3192
6	2071
2	3726
3	2119
1	4630
3	3171
3	3127
3	2393
5	3820
4	4679
4	2124
3	3177
4	1806
6	5196
3	4101
3	3128
4	2904
5	2905
4	3998
2	3894
4	2927
5	2699
3	2141
2	3412
2	1421
2	3426
4	4452
3	2553
4	2401
4	3735
1	4199
0	0
4	4141
2	4626
3	4199
4	3225
1	1560
1	1528
4	3443
6	5433
6	3879
6	1622
3	4565
2	3262
2	2526
2	3131
3	3772
6	3219
6	3606
6	2132
3	3218
5	3771
3	3514
3	3804
4	4155
5	4201
2	3334
5	3070
5	4642
5	2124
6	3847
3	4336
5	3262
3	3630
2	3759
5	3429
4	5636
4	5738
4	2495
6	2767
5	2042
5	2432
4	4222
4	2680
4	2172
6	3727
2	4100
4	2852
5	3256
5	4907
4	4377
3	4299
4	3623
5	3488
4	3868
2	2976
4	2246
5	2216
5	2307
4	2103
2	5686
6	2416
6	2885
5	3514
4	3181
5	2257
5	2866
3	3348
5	3118
2	3539
2	3031
5	3009
4	2918
4	3145
4	2154
4	4083
4	1846
4	4083
4	3202
5	3488
5	4514
5	4379
5	2026
4	3643
158A1FN24MS000000002122NT	
2	3686
2	1491
6	5218
3	2104
6	1677
1	2590
6	1855
6	2060
6	1156
4	1854
6	1288
6	1950
3	1169
3	831
4	794
4	435
4	1239
4	9866
6	4167
6	1823
6	5286
6	2136
6	4012
6	1475
6	936
3	5990
4	1828
4	894
6	1065
6	5559
6	676
4	719
4	1702
3	787
4	718
1	5307
3	908
3	3361
4	3838
6	6930
1	1419
1	6112
0	0
1	2784
4	1488
4	860
4	1453
1	1929
6	5172
2	2665
4	808
3	1188
6	116
1	812
6	976
6	3424
3	1568
3	1248
1	1132
4	6842
4	626
6	2506
1	1297
2	3065
6	3220
6	2450
6	773
3	2785
3	640
6	733
6	834
4	728
6	934
6	1430
4	2119
1	1598
4	5113
4	1929
1	1791
1	3485
4	1216
4	2063
4	3548
1	2683
1	0
1	0
1	0
1	0
1	0
1	0
6	0
6	0
6	0
6	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
1	0
1	0
6	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
1	0
6	0
6	0
1	0
1	0
1	0
1	0
1	0
1	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
1	0
1	0
1	0
6	0
159A2MN20AE000000001111NV	
1	2427
6	2299
5	1981
6	3440
6	2017
3	1991
4	5959
4	1902
5	2558
4	2180
5	8661
4	2583
3	2468
3	2030
3	5409
4	2569
5	4102
6	1859
6	4894
6	2693
1	1720
7	1394
1	7900
1	1436
4	7068
6	6252
1	5130
5	3679
5	3892
5	3659
1	2180
1	3051
7	2242
1	2074
1	2726
1	3176
1	450
1	1233
7	2934
1	6937
7	2731
7	4014
7	1761
5	2440
1	2656
1	6611
4	3126
7	2359
2	4106
5	5323
6	4165
2	2885
2	2871
6	2285
1	6743
6	2340
5	2021
3	5453
6	1767
1	9110
0	0
6	2737
7	8216
2	6825
7	1798
1	1468
7	3684
2	1956
2	1966
1	2827
7	7676
7	3112
5	3959
6	4618
4	2013
1	3735
5	1447
2	3312
1	1716
6	2539
3	1724
4	3514
2	2814
3	1580
1	1636
1	4420
6	3907
7	3782
7	3470
2	2711
5	2197
5	6016
4	4243
5	2776
6	5222
6	2553
6	5831
2	2144
3	2006
5	1804
5	2797
5	2110
3	3621
1	8158
6	1928
7	1151
1	2600
7	4737
4	2107
4	3736
7	2609
1	3884
7	1549
2	2444
5	3785
6	2592
2	1945
3	2795
4	7340
3	3382
4	2746
2	2577
2	3158
6	1630
6	4661
6	2667
7	1438
1	1409
7	1844
7	1433
1	1359
1	1574
2	2311
5	3400
7	5113
6	2058
6	4805
1	2279
7	2422
4	4051
7	2943
7	2382
1	2576
1	1458
4	6101
5	2007
4	2724
2	4943
6	3436
6	2298
2	3390
6	1734
1	1788
7	1469
1	1555
7	5864
160A2MN21AS000000002122NT	
2	5083
7	2409
2	2065
1	2890
1	4966
7	1256
1	4649
7	2916
1	2111
1	1695
1	1307
7	2414
6	5113
2	2401
1	1839
6	1899
7	1653
1	3117
1	2356
6	2008
1	1668
7	1694
1	2133
7	1997
3	7601
3	3859
4	2650
3	2636
3	2622
5	1044
2	3816
2	2378
6	1850
5	5925
2	1736
2	3561
2	3214
2	2967
6	2460
5	3538
2	3246
6	2251
4	4616
3	4046
2	3292
4	2732
3	8615
3	2795
4	3285
5	2478
5	1226
3	2295
2	1216
2	1482
4	3023
2	2072
4	2468
2	4039
2	6946
3	3306
3	5558
3	5304
4	2391
4	1674
2	1928
5	2725
2	4016
4	3262
2	4168
2	2806
5	3433
4	981
7	6949
7	1196
2	2182
1	2229
4	2548
2	4877
2	1645
4	1524
2	3658
4	2729
4	3673
1	1131
4	4104
3	3636
4	2209
3	4431
3	2961
4	1764
2	3108
1	1379
6	4357
7	1868
7	1961
1	1910
5	3553
4	3952
4	6782
5	3973
3	2737
3	2275
5	2879
6	3598
6	3081
1	2224
2	1961
2	3220
6	8884
1	2276
7	2189
1	2222
1	2280
7	2806
3	4016
5	2687
7	2143
3	4488
2	5577
6	1614
4	3682
4	3023
4	1886
4	2953
4	1868
4	5849
3	3606
5	2169
7	3388
6	3720
1	1802
1	2961
4	6237
3	2934
4	2172
4	3282
4	3003
4	4079
2	3009
7	2962
1	2811
7	1997
7	3018
1	1772
6	4693
4	1965
4	2502
3	2474
4	3403
4	1425
6	4958
2	2555
1	2088
7	2610
1	1944
7	2445
161B1MN22ME000000002212NV	
4	3663
4	785
4	4253
4	1367
4	2566
3	1692
3	2901
3	2508
4	1694
4	1171
4	1954
3	1661
2	6379
4	1846
4	1357
4	1270
4	1933
5	1511
4	2511
4	1057
4	1892
4	548
4	2597
4	3174
4	2286
4	1158
4	1132
4	1470
4	3003
4	1496
4	1710
3	3466
3	3376
4	962
3	2765
5	1699
7	2652
1	2308
4	2655
5	1334
6	4612
2	3193
5	1356
5	1409
3	4953
4	1293
3	5111
5	3717
4	1832
4	1465
4	808
4	2308
4	969
3	3691
4	1787
4	1652
4	3890
4	2661
4	2966
4	1565
4	3988
4	1815
4	1698
4	4859
4	1515
4	1928
4	1327
4	762
4	1432
4	1621
4	1450
4	1126
2	1633
7	1795
2	1580
4	1028
4	3565
3	3164
1	1287
3	1079
5	1497
4	1433
4	1690
4	1706
4	2616
4	1782
4	764
3	2090
3	2689
4	1618
3	1441
4	6607
4	1251
3	5021
3	1149
3	1472
4	4295
4	1453
4	1366
3	863
3	1737
3	903
4	659
4	1465
5	2330
2	1987
3	1915
4	1197
3	2252
4	1345
4	1300
3	1354
3	1150
3	3067
3	4676
3	2195
4	861
3	2054
4	2989
3	1306
3	2508
3	853
3	1065
3	1401
4	895
3	493
4	1468
3	1712
3	4049
4	1605
3	978
4	3143
3	1024
4	2355
3	1841
4	2913
3	1937
3	1083
3	3427
4	1036
3	1699
4	1551
4	987
3	877
2	1738
4	629
4	1446
4	1349
3	1151
3	1714
4	1622
4	2640
4	987
4	1580
3	1056
4	599
162B2FN19AE000000002122NV	
6	3956
4	2759
4	1952
3	956
3	3500
4	1105
3	2090
4	2168
2	1898
1	3350
5	2315
2	6011
4	1668
3	2830
5	2410
4	4580
2	1525
3	65
3	2763
3	1918
3	1304
5	2801
5	1959
1	1805
7	2477
1	3711
5	4637
4	2925
4	1645
2	2588
1	4572
3	3113
4	2827
1	2964
3	1897
6	2243
0	0
2	1066
3	3343
4	2053
7	2468
5	1171
1	3035
6	3249
3	2548
6	3501
6	1647
5	2676
1	2810
3	3863
4	2041
4	2110
5	1959
2	2466
4	2899
4	3686
2	1960
2	3089
3	1334
4	1378
3	3591
4	1851
6	3340
2	2644
3	8131
5	2142
4	1735
5	2225
6	2747
4	2746
1	2232
5	2174
5	6164
2	2544
3	3262
1	2184
1	3389
7	2298
4	2236
1	1565
4	4952
5	3531
1	1529
7	1068
1	2669
4	1768
5	1107
1	1438
4	1944
7	1588
1	5207
5	2756
5	1090
4	1459
4	7032
2	3189
4	2672
7	2545
4	3059
2	1055
1	846
7	1011
1	1841
7	2051
4	2195
5	7
2	1601
4	2522
7	3647
1	4481
7	1883
1	1322
1	1234
7	1983
2	2476
4	2127
2	1992
2	1603
2	1548
7	1593
1	5123
4	1486
4	2288
1	1906
4	1652
2	2090
4	2900
4	1677
3	1862
1	1101
2	1062
2	1223
5	1779
1	1538
1	1426
1	1591
5	2140
7	1685
1	1407
1	3655
3	2814
7	1715
7	1459
7	1213
2	2054
2	86
1	1673
7	1342
4	1210
7	735
7	1162
1	1474
1	2915
2	2259
7	1303
7	1260
163B2FN25AE000000001111NV	
6	1003
4	2886
6	2781
6	3192
1	1309
4	2159
6	1715
1	1415
6	2067
1	1782
4	1128
2	1228
2	5047
6	3205
1	1158
6	2204
6	1425
1	1477
6	2862
2	2461
6	4577
1	1628
3	3715
2	2809
3	6323
1	1465
6	2645
1	3661
6	2524
1	2486
6	3280
6	3329
1	964
6	1459
1	1509
4	3881
5	3761
1	1178
5	2375
1	2129
2	1590
4	3792
4	9172
4	2787
3	2121
2	2957
2	976
6	3751
2	2390
4	1425
1	1334
1	1037
6	1864
1	1068
6	4705
2	571
4	3264
2	1980
4	1805
4	2493
3	4345
0	0
2	2330
2	2214
1	1795
6	949
4	1899
4	2556
4	3107
4	1717
4	2572
6	2019
5	2943
3	2187
2	2934
4	3382
4	2470
3	1864
4	1198
3	1505
4	3002
5	1360
2	9027
5	4227
6	1611
2	1287
2	3974
6	4684
6	3209
2	1379
4	2670
4	1687
2	3125
4	2263
5	4005
4	2811
5	4429
5	3023
5	1269
2	3131
2	1767
6	1164
4	2291
6	5075
6	2751
2	3486
4	2639
2	2747
4	8340
2	2887
2	2074
2	1138
2	2463
2	1821
5	5423
5	2476
4	2556
4	3863
2	1557
2	2394
5	2916
2	1850
6	3796
2	3321
6	1922
2	1507
5	2998
2	2427
2	1671
5	1295
2	1058
6	1454
4	3489
6	3900
2	3368
2	1199
6	732
2	2457
1	2190
6	1622
2	3969
2	3541
6	1581
6	690
1	2884
5	2176
2	1364
2	1163
6	2172
6	2147
3	3347
6	1632
4	2033
2	13
2	2070
2	1330
164A1FN19ME000000002122NT	
2	7600
5	2569
6	3184
2	3561
2	3077
2	1832
4	3442
1	3911
7	2527
1	1858
1	1383
4	2766
6	6766
5	3467
2	3888
5	2094
5	2340
2	3818
6	2859
6	6408
2	2347
6	1677
2	1830
2	2246
5	5385
5	3598
2	2517
2	6794
6	6936
4	7548
3	5941
3	6503
3	2270
4	7881
3	2659
4	2520
6	3343
5	4203
5	2133
5	3841
2	2716
2	3475
5	2980
3	4595
5	4414
2	3678
2	1758
5	4489
5	2413
6	2374
3	2633
2	4022
2	6009
6	2151
4	3839
5	3311
4	1965
2	6200
4	2213
4	4080
3	5685
4	3488
3	5755
4	3708
4	4278
6	3236
6	3064
2	3468
3	1993
5	2857
5	1557
2	2445
5	4146
7	2255
2	3540
2	2716
1	9942
2	435
1	1436
2	1707
3	1851
4	2197
5	2780
0	0
4	3232
6	5045
3	3945
4	2116
2	3003
6	2756
3	2696
6	5441
6	1367
2	2372
5	2147
3	2326
5	3136
2	3283
4	3604
4	3253
2	1678
6	2098
5	2380
2	2140
1	2689
2	3085
2	1933
2	2018
3	2936
4	2205
4	2673
4	3298
2	3492
4	3859
6	3526
1	3741
5	4306
4	6361
4	5430
2	6290
2	3257
6	3007
6	2940
3	3471
2	2189
5	1894
2	1849
2	2259
4	3103
4	3112
2	2149
5	4036
4	2389
2	3677
6	2011
1	2902
4	2481
6	4767
4	2388
6	2495
3	4252
2	2604
5	4971
2	3118
2	2771
2	3205
2	1782
6	2365
2	2572
2	2955
2	6772
4	4204
2	3423
5	5261
4	2160
3	3160
165B1MN21BE000000002112NT	
2	4377
5	3081
4	4023
5	3357
7	1189
1	3579
7	4241
7	1204
1	2457
4	4551
1	1922
3	5460
2	4828
7	2198
1	1794
7	1974
1	1442
6	4137
1	4305
2	2258
2	1093
6	2089
6	1459
6	3091
3	4087
3	2686
4	4978
4	2173
5	4368
4	4010
3	3172
1	1822
1	5494
1	4408
1	1750
1	2658
5	5385
6	3459
1	4266
1	1467
1	1379
6	2053
5	2404
1	3253
1	1073
1	1988
7	1853
7	5121
5	2290
3	3089
4	2290
4	3188
1	1925
5	4775
3	7621
5	6099
4	3850
6	7788
2	2127
1	3025
4	9078
4	7804
5	3227
2	1909
6	5271
6	2261
4	3651
3	2527
3	4553
4	3996
5	8867
1	7408
1	831
7	1555
1	1618
1	1386
4	2339
1	4343
1	1501
1	832
5	3389
4	2346
3	4418
4	1738
1	6341
3	2540
5	5013
3	8736
5	3172
5	2297
3	7012
3	1495
4	2488
5	5132
4	4013
2	2266
3	3806
1	6174
0	0
5	2166
6	2212
2	2462
6	6645
6	1666
1	2333
1	1728
1	1707
7	1595
5	2662
3	1310
0	0
4	3684
5	2337
3	2088
4	7193
3	1609
3	5257
5	2213
4	2227
5	3880
1	3026
1	3799
1	1871
5	5204
4	2168
4	5962
0	0
3	2198
5	1294
6	2904
6	2062
1	1545
1	2276
6	7853
1	1812
6	1812
2	2563
1	1901
3	3455
3	3030
5	6182
5	126
6	2368
6	3002
5	4983
2	2158
2	918
2	3938
5	5374
1	1771
3	3651
4	4779
5	5958
4	4508
4	1983
4	8569
166B1MN21AE000000002122NT	
5	4149
6	1421
4	2773
3	2017
6	883
4	813
1	1869
6	2160
7	2467
3	1757
3	657
4	1101
3	4691
1	2012
2	1866
4	1016
4	1723
6	948
5	1663
4	2421
5	1276
3	1098
5	1149
4	813
2	1863
3	1100
6	950
6	985
4	879
6	1201
4	1408
4	1803
1	894
3	788
2	1232
2	812
2	4236
1	1803
2	2015
7	2073
5	975
1	2349
0	0
2	2201
3	1886
7	1204
6	1117
4	1240
4	1982
3	1169
1	1575
4	1400
5	1098
6	398
5	1599
5	3972
6	2500
2	1053
2	972
5	616
7	2548
4	2046
6	562
4	1021
3	732
3	811
6	1497
6	1614
3	3680
4	1380
3	1027
3	1148
6	2376
5	3253
3	2561
4	2654
3	1859
5	2918
3	2525
6	2458
3	2093
4	1623
4	4007
4	1831
5	2654
2	2354
2	1374
4	822
6	834
2	1946
5	2694
6	1740
7	1162
2	2337
6	3164
5	3669
6	2904
5	994
3	1522
3	3258
5	3397
4	3202
1	2812
7	1569
2	444
6	1272
1	630
4	3850
3	3499
6	1923
5	1137
4	2733
4	3688
4	4152
4	376
1	1009
3	2965
3	3807
3	3149
4	3548
6	2792
6	2932
3	3378
3	889
7	3370
3	2890
4	3536
5	756
6	1306
5	1388
3	3466
5	2655
6	3498
3	3341
2	1904
1	2025
5	3176
7	2795
5	3133
3	2595
4	1561
3	799
3	3704
6	3484
4	3629
4	2967
4	3713
1	2308
7	2166
5	3311
6	2939
4	2332
6	1696
1	1432
2	3328
2	2794
